PR Number,Title,State,URL,Created At,Merged At
2759,build: remove glibc-specific dependencies,closed,,2025-02-01T13:19:16Z,2025-02-01T15:16:48Z
2757,fix(tls): remove SSL_sendfile path to avoid errors in replication fullsync,closed,,2025-02-01T05:35:34Z,2025-02-01T09:17:49Z
2755,chore(ci): bump crate-ci/typos to 1.29.5,closed,,2025-01-31T09:57:42Z,2025-01-31T12:39:08Z
2754,fix(tests): flaky test case in BLMPOP command,closed,,2025-01-31T07:18:09Z,2025-01-31T08:53:55Z
2753,chore: replace DCHECK_NOTNULL to suppress warnings,closed,,2025-01-30T02:28:51Z,2025-01-30T06:09:19Z
2751,ci: refactor nightly image workflow and utilize arm64 runners,closed,,2025-01-28T14:38:36Z,2025-01-29T02:56:30Z
2750,feat(hash): add the support of HSETEXPIRE command (HSET + EXPIRE),closed,,2025-01-28T13:13:50Z,2025-01-30T04:11:49Z
2749,ci: add arm64 job for check-docker,closed,,2025-01-28T06:15:46Z,2025-01-28T11:03:53Z
2748,chore: update copyright year in NOTICE,closed,,2025-01-27T10:09:53Z,2025-01-27T12:31:40Z
2747,chore(command): add admin flag for permission-required commands,closed,,2025-01-27T09:52:21Z,2025-01-28T01:11:21Z
2746,chore(config): enable the RESP3 potocol by default,closed,,2025-01-27T09:22:19Z,2025-01-29T07:11:27Z
2745,feat(command): add support of RESP output format for the POLLUPDATES command,closed,,2025-01-27T07:41:56Z,2025-01-27T14:25:53Z
2744,chore: bump fmtlib to 11.1.3,closed,,2025-01-26T19:14:05Z,2025-01-27T02:50:59Z
2742,chore(.asf.yaml): make 2.11 a protected branch,closed,,2025-01-26T06:34:32Z,2025-01-26T06:51:08Z
2741,feat(tdigest): add tdigest algorithm and storage encoding implementations,closed,,2025-01-25T15:23:10Z,2025-02-12T06:17:15Z
2740,feat(script): allow blocking commands in scripting,closed,,2025-01-25T11:08:16Z,2025-01-28T06:56:30Z
2739,chore(x.py): fix several typing issue in x.py,closed,,2025-01-25T09:33:27Z,2025-01-27T09:12:30Z
2738,chore(cmake): add c to language list of `project()`,closed,,2025-01-25T07:53:40Z,2025-01-26T06:27:59Z
2737,chore(dockerfile): switch compiler to clang,closed,,2025-01-25T05:42:14Z,2025-01-25T10:19:51Z
2736,chore(server): check the arity should happen before the flag generate,closed,,2025-01-25T05:24:02Z,2025-01-25T14:24:31Z
2733,feat(main): refine shutdown message to show signal name,closed,,2025-01-25T02:34:12Z,2025-01-25T04:03:28Z
2732,fix(script): disable exclusive commands to be executed in scripting,closed,,2025-01-25T02:31:57Z,2025-01-25T06:03:44Z
2731,"feat(script, function): remove global lock for EVAL, EVALSHA and FCALL",closed,,2025-01-24T02:42:15Z,2025-01-25T02:01:18Z
2724,perf(cluster): add upper bound for scan during migration,closed,,2025-01-17T06:59:27Z,2025-01-19T03:40:47Z
2721,feat: support histograms for command latency statistics,closed,,2025-01-14T23:39:20Z,2025-01-22T02:41:07Z
2720,chore: bump fmtlib to 11.1.2,closed,,2025-01-13T08:24:00Z,2025-01-13T12:27:34Z
2719,chore: bump jsoncons to v1.1.0,closed,,2025-01-10T09:17:20Z,2025-01-17T07:09:45Z
2718,chore(tests): use built-in min and max,closed,,2025-01-10T08:48:43Z,2025-01-10T10:46:07Z
2717,feat(hash): add support of hash expiration commands,open,,2025-01-09T00:27:28Z,None
2716,fix(cluster): should stop the migration if it's changed to the slave role,closed,,2025-01-08T11:00:26Z,2025-01-09T02:18:18Z
2714,ci: rearranging CI steps to avoid side effects with go,closed,,2025-01-07T19:19:33Z,None
2713,test: get rid of external dependency by implementing generic Min/Max functions,closed,,2025-01-06T19:18:00Z,2025-01-08T11:15:55Z
2711,ci: bump crate-ci/typos to 1.29.4,closed,,2025-01-05T12:09:19Z,2025-01-05T14:28:14Z
2710,test: update go deps,closed,,2025-01-05T09:06:06Z,2025-01-08T02:14:09Z
2709,chore: bump cpptrace to v0.7.5,closed,,2025-01-05T08:18:25Z,2025-01-05T12:52:12Z
2708,test: [CHECKING CI] Update some test Go deps,closed,,2025-01-04T17:31:27Z,None
2707,ci: bump golangcilinter to 1.63.3,closed,,2025-01-03T12:05:48Z,2025-01-03T14:49:52Z
2706,test: updates go deps,closed,,2025-01-03T11:11:06Z,None
2705,chore: bump rocksdb to v9.10.0,closed,,2025-01-02T21:43:01Z,2025-01-03T02:25:52Z
2704,chore: bump jsoncons to v1.0.0,closed,,2025-01-02T12:36:45Z,2025-01-02T15:21:20Z
2703,feat(search): add basic infra for text fields (without indexing),open,,2024-12-31T14:36:18Z,None
2702,feat(search): trim whitespaces in tag values,closed,,2024-12-31T13:36:51Z,2025-01-01T00:55:06Z
2701,build: add concurrent level option for make while ninja is used,closed,,2024-12-31T13:35:39Z,2025-01-01T02:55:44Z
2700,chore: bump xxhash to v0.8.3,closed,,2024-12-30T08:19:21Z,2024-12-30T10:14:14Z
2699,chore: bump fmtlib to v11.1.1,closed,,2024-12-28T09:31:49Z,2024-12-28T16:01:52Z
2698,chore: bump fmtlib to 11.1.0,closed,,2024-12-26T11:44:09Z,2024-12-27T02:11:18Z
2697,ci: bump crate-ci/typos action to 1.28.4,closed,,2024-12-24T19:11:02Z,2024-12-25T02:33:20Z
2696,chore: bump cpptrace to v0.7.4,closed,,2024-12-22T10:32:35Z,2024-12-22T13:59:33Z
2694,chore: bump rocksdb to v9.9.3,closed,,2024-12-17T19:03:48Z,2024-12-18T02:47:22Z
2693,chore: add move assign operator for MultiLockGuard,closed,,2024-12-15T03:08:28Z,2024-12-15T05:17:42Z
2692,feat(search): add TAGGED as an alternative syntax to HASTAG,closed,,2024-12-12T04:46:46Z,2024-12-12T11:38:36Z
2691,test(integration): add integration test for master lost during syncing sst files.,closed,,2024-12-11T15:13:50Z,2024-12-12T06:39:35Z
2689,refactor: reduce memory copying during incremental synchronization,closed,,2024-12-10T09:48:31Z,2024-12-11T10:52:09Z
2688,feat(config): add the `partition_filters` option to disable the partitioned filters,closed,,2024-12-06T04:56:03Z,2024-12-06T09:06:08Z
2687,chore: bump rocksdb to v9.8.4,closed,,2024-12-04T08:46:47Z,2024-12-04T12:12:15Z
2686,fix(string): reset the value of expired key for SETRANGE cmd,closed,,2024-12-02T09:11:37Z,2024-12-03T07:37:39Z
2685,fix(worker): memory leak when Worker::AddConnection() failed,closed,,2024-12-02T08:59:52Z,None
2683,feat: skip block cache deallocation to make shutdown fast,closed,,2024-12-01T15:45:33Z,2024-12-05T07:57:28Z
2682,ci: bump gotest testify to v1.10.0,closed,,2024-11-30T12:02:39Z,2024-11-30T13:24:11Z
2681,ci: bump redis-py to 5.2.0,closed,,2024-11-26T19:29:07Z,2024-11-27T03:01:49Z
2680,ci: bump crate-ci/typos to 1.28,closed,,2024-11-26T12:57:41Z,2024-11-26T15:34:17Z
2678,"feat(cmd, config): support REPLICAOF command and replicaof config option",closed,,2024-11-23T08:45:35Z,2024-11-24T03:11:08Z
2677,feat(conn): allow CONFIG in stale-data replica,closed,,2024-11-23T08:41:49Z,2024-11-23T13:12:53Z
2672,feat(cmd): add more information to shutdown log,closed,,2024-11-19T13:24:41Z,2024-11-19T17:52:43Z
2670,chore: bump cpptrace to v0.7.3,closed,,2024-11-16T08:17:37Z,2024-11-17T14:56:15Z
2669,feat(cmd): add the auth flag for authentication checking,closed,,2024-11-16T07:42:41Z,2024-11-16T09:14:37Z
2668,feat(conn): avoid to check the command name directly,closed,,2024-11-16T05:21:05Z,2024-11-17T04:22:00Z
2667,fix(string): reset the value of expired key for incrby cmd ,closed,,2024-11-16T02:38:52Z,2024-11-18T11:18:39Z
2666,feat(cmd): all blocking commands should be no-script,closed,,2024-11-15T14:56:27Z,2024-11-16T06:22:40Z
2665,chore: bump zlib to 1.3.1,closed,,2024-11-15T10:38:29Z,None
2664,refactor: initialize google logger after parsing options,closed,,2024-11-15T10:28:49Z,2024-11-16T00:51:33Z
2663,fix(cmd): always print ok log when get full data file info failed,closed,,2024-11-15T07:13:05Z,2024-11-15T13:50:09Z
2662,fix(replication): slave blocks until keepalive timer is reached when master is gone without fin/rst notification,closed,,2024-11-14T09:41:46Z,2024-11-16T15:22:57Z
2661,fix(cmd): args should be parsed before retrieving keys in COMMAND GETKEYS,closed,,2024-11-14T05:01:50Z,2024-11-14T08:43:15Z
2658,feat(config): make rocksdb.dump_malloc_stats configurable,closed,,2024-11-11T18:10:26Z,2024-11-13T06:11:37Z
2657,fix(stream): add `KeyRangeGen` for `XRead` and `XReadGroup`,closed,,2024-11-11T15:24:09Z,2024-11-15T04:27:39Z
2656,feat(cmd): updating NO_KEY To a valid Key,closed,,2024-11-10T17:13:09Z,None
2655,feat(search): print properties for vector field in FT.INFO,closed,,2024-11-10T13:10:48Z,2024-11-10T15:24:03Z
2654,feat(cluster): add support of the JSON type in cluster migration,closed,,2024-11-10T12:43:47Z,2024-11-12T01:56:34Z
2653,ci: update deps in gotest,closed,,2024-11-09T08:23:06Z,2024-11-09T09:58:26Z
2652,test: update gotest deps,closed,,2024-11-08T18:16:59Z,None
2651,fix(log): fix rocksdb stall condition string output,closed,,2024-11-08T04:44:23Z,2024-11-08T06:32:54Z
2650,chore(search): improve code structure of IndexManager,closed,,2024-11-07T11:29:14Z,2024-11-08T02:08:36Z
2649,feat(search): add mutex to HNSW index updating,closed,,2024-11-07T03:14:26Z,2024-11-07T10:05:53Z
2648,fix(bugfix): for txn_write_batch creation,closed,,2024-11-04T14:17:32Z,2024-11-05T02:18:36Z
2647,chore: use FetchContent_MakeAvailable instead of FetchContent_Populate,closed,,2024-11-04T09:51:32Z,None
2646,ci: update sonarcloud-github-c-cpp to v3,closed,,2024-11-04T09:19:19Z,2024-11-05T13:51:35Z
2645,ci: update crate-ci/typos to 1.27.0,closed,,2024-11-04T09:14:11Z,2024-11-04T11:35:39Z
2644,chore(enhancement): rename is_txn_mode to txn_context_enabled,closed,,2024-11-04T08:05:10Z,2024-11-14T04:33:57Z
2643,fix(cluster): should remove the master if it's not node in the cluster,closed,,2024-11-03T12:47:09Z,2024-11-04T04:12:24Z
2641,chore(cmd): add comments for command flags,closed,,2024-11-02T17:52:35Z,2024-11-03T04:26:11Z
2640,fix(script): avoid SetCurrentConnection on read-only scripting,closed,,2024-11-02T17:01:19Z,2024-11-03T11:38:09Z
2639,chore: bump rocksdb to v9.7.4,closed,,2024-11-02T09:36:48Z,2024-11-03T02:44:45Z
2637,feat(cmd): add blocking flag and remove useless flags,closed,,2024-11-02T07:11:12Z,2024-11-02T16:50:08Z
2634,chore: Add devcontainer config for Kvrocks,closed,,2024-11-01T07:25:51Z,2024-11-02T13:36:14Z
2632,chore: bump oneTBB to v2022.0.0,closed,,2024-10-31T20:36:51Z,2024-11-01T04:03:23Z
2631,chore: bump jsoncons to v0.178.0,closed,,2024-10-31T15:13:11Z,2024-11-01T06:47:46Z
2630,feat(status): support rocksdb::Status fowarding in GET_OR_RET,closed,,2024-10-31T05:19:59Z,2024-10-31T07:42:25Z
2629,chore: Improve the code style by introducing macros ,closed,,2024-10-30T15:17:44Z,None
2627,"feat(resp): optimize simple string ""OK"" construction",closed,,2024-10-28T15:37:45Z,2024-10-31T05:32:49Z
2624,fix(cmd): add exclusive flag to FLUSHDB/FLUSHALL,closed,,2024-10-26T02:43:58Z,2024-10-26T12:13:19Z
2623,fix(command): wrong key range in commands: DISK/MEMORY/DUMP,closed,,2024-10-26T02:01:43Z,2024-10-26T05:42:06Z
2621,feat(cmd): make key range fields private in CommandAttributes,closed,,2024-10-24T12:42:48Z,2024-10-24T15:09:05Z
2620,refactor: hoist key mutexes to ExecuteCommands,closed,,2024-10-24T04:57:21Z,2024-11-04T16:25:14Z
2619,feat(cmd): avoid to use CommandAttributes::flags directly,closed,,2024-10-23T17:11:00Z,2024-10-24T09:58:16Z
2615,feat(config): Minor update comment for compression_start_level error code,closed,,2024-10-21T16:40:55Z,2024-10-22T08:00:19Z
2614,fix(rocksdb): downgrade RocksDB to v9.3.1 due to a blobdb issue,closed,,2024-10-20T13:11:13Z,2024-10-20T14:40:26Z
2611,feat(conn): move time-consuming ops out of ExecuteCommand for context,closed,,2024-10-19T05:58:39Z,2024-10-19T08:55:42Z
2608,"feat(keys, scan): Support arbitrary glob patterns",closed,,2024-10-17T15:46:11Z,2024-10-29T02:22:36Z
2607,feat(config): add `rocksdb.wal_compression` to allow enable wal compression,closed,,2024-10-17T09:07:02Z,2024-10-18T05:20:28Z
2605,feat(config): add `rocksdb.compression_start_level` to allow configure levels without compression,closed,,2024-10-17T08:21:19Z,2024-10-21T13:01:32Z
2600,chore: Bump  rocksdb to v9.7.2,closed,,2024-10-14T19:11:35Z,2024-10-17T16:30:22Z
2599,fix: Better checking for prefix matches,closed,,2024-10-14T15:32:53Z,2024-10-15T04:07:01Z
2598,feat(worker): Allow passing a socket FD to dup and listen on,closed,,2024-10-14T15:19:19Z,2024-10-18T01:46:42Z
2597,fix: should remove the db lock from the context to prevent blocking user requests,closed,,2024-10-14T05:29:00Z,2024-10-14T16:48:13Z
2595,refactor: move rdb related code to `storage/rdb` folder,closed,,2024-10-13T07:52:30Z,2024-10-13T13:14:03Z
2593,docs: remove the Slack invitation link from README.md,closed,,2024-10-12T10:54:00Z,2024-10-12T11:24:32Z
2592,feat(config): support retrieving configuration fields using glob patterns,closed,,2024-10-12T01:21:23Z,2024-10-12T11:20:57Z
2591,chore: add branch 2.10 as a protected branch in .asf.yaml,closed,,2024-10-11T16:33:47Z,2024-10-11T16:56:14Z
2590,ci: add arm64 linux pipeline,closed,,2024-10-11T12:08:32Z,2025-01-18T13:47:13Z
2589,fix: some rocksdb properties are counted multiple times,closed,,2024-10-11T03:54:26Z,2024-10-11T12:33:40Z
2588,docs: Add Kvrocks' Zulip URL to README,closed,,2024-10-09T15:00:14Z,2024-10-09T15:13:59Z
2586,refactor: promote the `engine::Context` in the `Execute`,closed,,2024-10-08T14:11:06Z,2024-10-11T03:09:02Z
2585,chore: Bump cpptrace to v0.7.2,closed,,2024-10-07T06:59:25Z,2024-10-07T09:09:58Z
2584,ci: update github actions,closed,,2024-10-06T09:21:44Z,2024-10-06T19:53:38Z
2581,chore(search): update README to add some references for KQIR,closed,,2024-10-05T14:59:17Z,2024-10-05T15:20:14Z
2579,fix(json): JSON.MSET may update on the old json value,closed,,2024-10-05T09:38:17Z,2024-10-05T14:37:22Z
2577,feat(search): Added Alias Commands to Search,open,,2024-10-04T18:12:04Z,None
2576,fix(stream): fix `XINFO` group metadata key overlapping.,closed,,2024-10-04T13:14:57Z,2024-10-04T16:13:36Z
2575,ci: disable kvrocks2redis test for archlinux,closed,,2024-10-03T04:09:25Z,2024-10-03T06:25:03Z
2573,feat(ts): initialize metadata encoding for time series,open,,2024-10-03T03:47:09Z,None
2572,feat(json): change default max_nesting_depth to 1024,closed,,2024-10-03T03:41:34Z,2024-10-03T10:02:52Z
2571,feat(search): add field options and definition part to FT.INFO,closed,,2024-10-03T03:17:58Z,2024-10-04T00:31:19Z
2570,feat(command): add slow flag to more commands,closed,,2024-10-03T02:41:42Z,2024-10-03T08:02:34Z
2569,fix(stream): change XREADGROUP response for empty read response,closed,,2024-10-02T00:10:17Z,2024-10-03T13:53:01Z
2566,fix(stream): Fix XPENDING serialization issue,closed,,2024-09-30T20:58:03Z,2024-10-04T02:26:46Z
2564,feat(search): support the FT.TAGVALS command,closed,,2024-09-30T19:23:10Z,2024-10-04T09:38:33Z
2557,fix(test): use fixed seed to improve reproducibility.,closed,,2024-09-26T14:46:15Z,2024-09-27T10:35:31Z
2556,feat: Added key expiration support,open,,2024-09-25T03:58:24Z,None
2553,fix: format changes,closed,,2024-09-23T03:40:16Z,None
2549,fix(replication): didn't resume the db status after restarting full sync,closed,,2024-09-21T04:36:14Z,2024-09-21T06:09:28Z
2548,"feat: Add the ability to checkpoint an existing server, and spawn a read-only server on that view.",open,,2024-09-20T18:34:09Z,None
2547,fix(rdb): incorrect type conversion during RDB loads the int8 encoding,closed,,2024-09-20T07:52:42Z,2024-09-21T09:05:03Z
2545,feat: support cuckoo filter and most commands,closed,,2024-09-18T19:36:02Z,None
2544,chore(tests): refactor and enhance test cases to prevent flaky test failure,closed,,2024-09-18T13:24:19Z,2024-09-20T13:02:19Z
2543,update,closed,,2024-09-17T16:05:57Z,None
2540,chore(tests): enhance the namespace replication to prevent flaky test,closed,,2024-09-16T12:53:53Z,2024-09-17T03:02:33Z
2538,fix: add more check in cluster node parsing,closed,,2024-09-14T21:19:39Z,2024-09-22T04:53:36Z
2537,chore: bump PEGTL to v3.2.8,closed,,2024-09-14T12:28:18Z,2024-09-15T13:47:52Z
2536,chore: bump cpptrace to v0.7.1,closed,,2024-09-14T08:23:11Z,2024-09-15T11:50:51Z
2535,feat: Bitmap type DUMP/RESTORE command support,closed,,2024-09-14T08:13:26Z,2024-09-14T16:14:40Z
2533,chore(tests): add basic tests for the stream consumer group ,closed,,2024-09-14T02:35:26Z,2024-09-17T00:36:54Z
2530,test: add go test cases for `txn-context-enabled` config,closed,,2024-09-09T02:37:32Z,2024-09-10T13:31:19Z
2529,Add files via upload,closed,,2024-09-08T18:51:08Z,None
2527,fix(namespace): didn't reload namespaces from DB after the full sync,closed,,2024-09-08T07:10:29Z,2024-09-08T12:21:54Z
2525,chore: bump rocksdb to v9.6.1,closed,,2024-09-07T06:31:52Z,2024-09-08T10:13:49Z
2524,feat: support count min sketch data structure and most commands,open,,2024-09-07T02:56:19Z,None
2522,chore(tests): add basic test case for the full+partial sync,closed,,2024-09-05T14:30:58Z,2024-09-06T04:08:44Z
2519,fix(typo): `filed -> field`,closed,,2024-09-02T09:16:55Z,2024-09-02T12:23:37Z
2517,fix(test): remove meaningless `list-max-ziplist-size`,closed,,2024-09-01T14:51:04Z,2024-09-02T04:34:21Z
2516,fix(replication): potential deadlock  when switching master frequently,closed,,2024-09-01T14:12:48Z,2024-09-02T07:10:03Z
2513,feat: support maxmemory-clients config,closed,,2024-08-30T13:51:11Z,None
2510,ci: add Debian environment to CI workflow,closed,,2024-08-28T13:15:15Z,2024-08-30T05:29:16Z
2508,feat: support limit WriteBatch size,closed,,2024-08-28T02:16:11Z,2024-09-04T02:36:52Z
2507,chore: Enable -Werror=unused-parameter flag,closed,,2024-08-26T14:20:24Z,2024-08-27T11:17:33Z
2506,feat(config): add `txn_context_enabled` to allow to enable the transaction feature,closed,,2024-08-25T12:28:01Z,2024-08-31T17:07:42Z
2505,fix(configuration): wrong comment line about the pidfile in configuration file,closed,,2024-08-24T13:48:10Z,2024-08-25T06:18:42Z
2502,chore: Bump rocksdb to v9.5.2,closed,,2024-08-22T06:08:01Z,2024-08-25T02:32:30Z
2501,chore: Bump cpptrace to v0.7.0,closed,,2024-08-22T05:59:17Z,2024-08-23T11:00:23Z
2499,fix(config):  wrong rocksdb config name max_sub_compactions,closed,,2024-08-20T12:39:17Z,2024-08-21T01:55:30Z
2498,"feat: support limit WriteBatch size,client outbuf limit and maxmemory clients ",closed,,2024-08-20T05:49:38Z,None
2495,feat: add CLIENT PAUSE and CLIENT REPLY subcommands,open,,2024-08-18T14:05:09Z,None
2494,feat: Add slow flags for commands with heavy disk I/O,closed,,2024-08-18T01:22:47Z,2024-08-19T08:42:48Z
2493,chore: bump jsoncons to v0.177.0,closed,,2024-08-17T09:21:02Z,2024-10-03T12:03:44Z
2491,feat(search): Support mutex to guarantee index update thread safety,closed,,2024-08-16T03:32:42Z,None
2488,feat: use non-root user in Docker image,closed,,2024-08-12T09:49:04Z,2024-08-14T06:43:57Z
2485,chore: use `StringJoin` in `EnumField::Set`,closed,,2024-08-10T03:02:11Z,2024-08-10T07:07:30Z
2484,feat(search): allow to omit `ON HASH|JSON` in FT.CREATE,closed,,2024-08-10T02:49:47Z,2024-08-10T09:53:45Z
2483,feat(conn): add arguments for unknown command message,closed,,2024-08-10T01:34:04Z,2024-08-10T08:19:22Z
2482,fix: monitor dumps 0xffffff prefix for signed char,closed,,2024-08-10T01:08:10Z,2024-08-10T02:34:33Z
2480,chore(dockerfile): add binutils for addr2line in dockerfile,closed,,2024-08-09T15:00:34Z,2024-08-10T00:21:31Z
2479,feat(command): add category enum for every command,closed,,2024-08-09T11:51:33Z,2024-08-09T13:20:36Z
2477,feat(search): add support of HNSW vector fields for FT.CREATE,closed,,2024-08-08T05:10:56Z,2024-08-08T22:44:38Z
2476,chore(storage): Remove speedb due to lack of active,closed,,2024-08-07T13:41:28Z,2024-08-07T16:10:51Z
2472,feat(command): Implement the new command POLLUPDATES for polling updates by sequence,closed,,2024-08-06T15:07:19Z,2024-08-09T01:56:20Z
2466,feat(search): Hnsw Vector Search Optimizaton Pass,closed,,2024-08-04T21:06:01Z,2024-08-07T13:41:11Z
2465,chore: improve the style and document for SlotMigration,closed,,2024-08-04T07:36:57Z,2024-08-05T08:34:32Z
2463,chore(hyperloglog): add go test cases and minor optimizations/bugfixes,closed,,2024-08-02T05:45:57Z,2024-08-04T06:00:41Z
2461,feat: replace worker connection's mutex with `tbb::concurrent_hash_map`,open,,2024-08-01T13:57:14Z,None
2460,chore: bump googletest to v1.15.2,closed,,2024-08-01T09:15:54Z,2024-08-06T12:32:30Z
2457,feat(hyperloglog): Add support of PFMERGE command,closed,,2024-07-31T11:28:09Z,2024-08-01T12:58:11Z
2456,chore: Remove USE_ALIGNED_ACCESS and enhance BYTE_ORDER handling,open,,2024-07-31T10:30:21Z,None
2455,build(cmake): update compiler version requirement,closed,,2024-07-31T09:33:48Z,2024-07-31T14:44:30Z
2452,[WIP]feat(config): Add Support for maxmemory Configuration,closed,,2024-07-28T14:59:28Z,None
2451,feat(ci): integrate Rocky Linux environment into the CI workflow,closed,,2024-07-28T11:27:59Z,2024-07-31T10:39:43Z
2450,feat(search): implement vector query for sql/redisearch parser & transformer,closed,,2024-07-28T05:03:36Z,2024-08-02T01:22:30Z
2448,feat(config): implement integer config option with unit,closed,,2024-07-26T09:16:07Z,2024-07-28T03:19:02Z
2447,docs: optimize the building section in README,closed,,2024-07-25T14:45:07Z,2024-07-26T06:22:40Z
2446,feat(script): Support script flags of Eval script and Function,closed,,2024-07-25T07:08:02Z,2024-08-14T11:49:09Z
2444,feat(config): allow to change the max length of the bulk string,closed,,2024-07-24T16:24:54Z,2024-07-25T05:46:06Z
2443,feat(search): support query parameters in SQL and RediSearch query,closed,,2024-07-23T11:15:45Z,2024-07-24T02:24:19Z
2441,chore: bump lz4 to v1.10.0,closed,,2024-07-22T09:26:37Z,2024-07-24T10:00:57Z
2440,chore: bump fmtlib to v11.0.2,closed,,2024-07-22T09:21:39Z,2024-07-22T13:33:39Z
2439,fix(search): misidentify DESC token in SQL parser,closed,,2024-07-21T05:26:22Z,2024-07-21T08:37:24Z
2436,chore: fix complier warning in cluster and HNSW indexing,closed,,2024-07-18T10:17:07Z,2024-07-18T13:57:05Z
2434,feat(search): Hnsw Vector Search Plan Operator & Executor,closed,,2024-07-18T04:02:54Z,2024-07-24T07:21:08Z
2431,docs: add build debug kvrocks doc,closed,,2024-07-16T14:28:54Z,2024-07-25T11:03:55Z
2430,chore: bump googletest to v1.15.0,closed,,2024-07-16T06:55:15Z,2024-07-16T08:24:27Z
2429,feat(config): change redis-cursor-compatible default value to yes,closed,,2024-07-16T06:38:31Z,2024-07-16T10:48:21Z
2428,ci: add Debian environment to CI workflow,closed,,2024-07-16T04:24:22Z,None
2413,chore(x.py): revert gotest timeout to 1800sec,closed,,2024-07-14T11:41:02Z,2024-07-14T15:52:47Z
2412,chore: bump cpptrace to v0.6.3,closed,,2024-07-14T09:48:49Z,2024-07-16T12:35:28Z
2410,chore(x.py): improve style of commit message for release,closed,,2024-07-14T04:58:16Z,2024-07-14T09:50:13Z
2409,ci: update runner os from ubuntu 20 to 22,closed,,2024-07-14T04:54:02Z,2024-07-14T08:07:33Z
2408,chore: bump Rocksdb to v9.4.0,closed,,2024-07-13T08:29:17Z,2024-07-14T05:01:10Z
2407,chore(test): bump dependencies of go-redis,closed,,2024-07-13T08:13:16Z,2024-07-13T13:31:51Z
2406,chore(resp): extract RESP functions from Connection,closed,,2024-07-13T06:44:50Z,2024-07-13T16:21:36Z
2405,perf(conn): skip index matching when index map is empty,closed,,2024-07-13T06:06:15Z,2024-07-13T08:47:02Z
2404,fix: Add timeouts to go-redis client and ping on client creation,closed,,2024-07-11T17:09:34Z,2024-07-13T21:54:58Z
2403,ci: [DO NOT MERGE] Macos13 test,closed,,2024-07-11T14:00:15Z,None
2402,feat(hash): Support hash field expiration,open,,2024-07-11T12:26:09Z,None
2400,chore(test): bump dependencies of go test,closed,,2024-07-10T12:33:50Z,2024-07-10T14:07:13Z
2397,fix(stream): NOGROUP/BUSYGROUP error message should return without 'ERR' prefix,closed,,2024-07-09T15:58:23Z,2024-07-10T01:14:58Z
2396,chore(.asf.yaml): add release branch 2.9 to protected branches,closed,,2024-07-09T11:56:15Z,2024-07-09T12:47:20Z
2395,feat: add `iter->status()` check for loop iterators,closed,,2024-07-06T03:18:17Z,2024-07-07T11:50:06Z
2394,chore: Bump fmtlib to 11.0.1,closed,,2024-07-05T17:49:28Z,2024-07-06T14:00:19Z
